Product_Name,Product category,Introduction,Block1,Block2,Block3,Features,Technical Specifications,url,Data sheets,downloads,product_family_name,is_range
Simrad ES333-7CD,"Seafloor mapping, Geophysical survey",,,,,"Key Features: - Wide-band split-beam transducer for fishery and research applications - Resonant frequency: 333 kHz - Frequency range: 280 to 450 kHz - Depth range: 1500 m - Beamwidth: 7° - Maximum input power: 200 W - Physical dimensions: Diameter: 120 mm, Height: 75 mm - Environment requirements for storage and operating temperatures - Rules for transducer handling - Installation principle involving mounting rings supplied by Kongsberg Maritime and connections to MacArtney SubConn socket","Technical Specifications: - Resonant frequency: 333 kHz - Frequency range: 280 to 450 kHz - Beamwidth: 7° - Depth rating: 1500 m - Max. source level: 220 dB re µPa per 150V @ 1 m - Transmit sensitivity (Su): 183 dB re 125 µPa per V @ 1 m - Receive sensitivity (Mt): -194 dB re 1V per µPa @ 1 m - Sidelobe level: -25 dB - Back radiation level: -35 dB - Impedance (each sector): 75 Ω - Max. input power: 200 W - Max. pulse length: 16 ms - Max. duty cycle: 1% - Physical dimensions: Diameter: 120 mm, Height: 61 mm (body), Total height: 75 mm - Weight: In air: 2 kg (incl. 2 m cable with SubConn), In water: 1 kg - Cable length: 2 m and SubConn connector - Cable diameter: 12.4 ± 0.5 mm - Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical) - Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/simrad-es333-7cd/,https://simrad.online/td_333/es333_7cd/es333_7cd_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysonar/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES333-7CDK,Fish finding,,,,,"Key Features:
- Compact composite split-beam transducer
- Maximum depth rating of 1500 meters
- Three individual sectors
- Nominal operational frequency of 333 kHz
- Beamwidth of 7 degrees
- Two-meter cable terminated with an eight-pin male connector
- Suitable for a variety of subsea platforms
- Technology for sustainable fisheries","Technical Specifications:
- Nominal frequency: 333 kHz
- Frequency range: 270 to 445 kHz
- Beamwidth: 7 degrees
- Equivalent two-way beam angle: φ10 log Ψ: -21dB
- Figure of merit(Su+Mv): -15 dB
- Maximum source level: 217 dB re µPa @ 1 m
- Transmit sensitivity (Su): 180 dB re µPa per V @ 1 m
- Receive sensitivity (Mv): 185 - 189 µPa
- Back radiation level: -30 dBPa per µV
- Input power: 100 W
- Pulse length: 8 ms
- Duty cycle: 1 %
- Physical dimensions: Diameter - 66 mm, Height - 38 mm (body), Total height - 78 mm
- Weight: In air - 0.55 kg, In water - 0.42 kg
- Cable length: 2 meters
- Termination: 8-pin male subsea connector MCIL8M (MacArtney)
- Nominal cable bending radius: 150 mm (theoretical)
- Environmental requirements: Storage temperature - Maximum: +50°C, Minimum: –20°C; Operating temperature - Maximum: +40°C, Minimum: -5°C
- Rules for transducer handling",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/333-khz/es333-7cdk/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/es333/429710aa_es333_7cdk_split_data_sheet_english.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/es333/429710aa_es333_7cdk_split_data_sheet_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/es333/416369aa_with_dwg.pdf']}",,
Simrad ES38-10,Underwater navigation & positioning,,,,,"Key features of the Simrad ES38-10 include: - Designed for fishery and fishery research applications - Operating frequency of 38 kHz - Beamwidth of 10 degrees - Maximum input power of 1500 W - Physical dimensions: Diameter of 340 mm, Height of 150 mm","Technical specifications of the Simrad ES38-10 include: - Operating frequency: 38 kHz - Beamwidth: 10° - Maximum source level: 230 dBre µPa @ 1 m - Max. input power: 1500 W - Physical dimensions: Diameter of 340 mm, Height of 100 mm (body), Total height of 150 mm - Weight: In air: 18 kg (w/20 m cable), In water: 8.5 kg (without cable) - Cable length: 20/40 meters - Storage temperature: Max.: +60°C, Min.: -20°C - Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-10/,https://www.simrad.online/td_038/es38_10/sales/es38_10_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
transceivers for scientific echo sounders,Fish finding,,,,,I don't know,I don't know,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/,https://www.kongsberg.com/maritime/products/ocean-science/ocean-science/es_scientific/sci_es_transceivers/,{},,1.0
Simrad ES38-18/200-18CR,"Fish finding, Ocean science",,,,,"Key Features
- Wide-band split-beam and three-sector split-beam transducer
- Nominal frequency: 200 kHz (Single-beam), 38 kHz (Split-beam)
- Frequency range: Single-beam: 190-230 kHz, Split-beam: 35-45 kHz
- Depth rate: 20 m
- Beamwidths: 18°
- Maximum transmit power: Single-beam: 200 W, Split-beam: 500 W
- Physical dimensions: Diameter: 260 mm, Height: 116 mm
- Transducer Included in all deliveries: Transducer with 20 m open-ended cable, Test Report, Order number: 424437, 430754/B","Technical specifications
- Max. source level: 217 dB re µPa per V @ 1 m
- Weight: In air: 10. kg (incl. cable), In water: 1.3 kg (incl. cable)
- Transmit sensitivity (Su): 176 dB re µPa per V @ 1 m
- Cable length: 20 m, Cable diameter: 10.4±0.5 mm
- Sidelobe level: -18 dB
- Back radiation level: -25 dB
- Impedance (pr sector): 75 Ω
- Power specifications: Max. transmit power: 500 W
- Performance specifications: Max. pulse length: 16 ms, Max. duty cycle: 2 %
- Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18-200-18cr/,https://www.simrad.online/td_038/es38_18_200_18cr/sales/es38_18_200_18cr_ds_en.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES38-18DK,"Communication solutions, Naval",,,,,"  - Wide-band split-beam width is 18° at a nominal operating frequency of 38 kHz
  - Available in two versions: single-beam and split-beam
  - Compact size and light weight
  - Equipped with a 2-meter cable terminated with a 4- or 8-pin male connector
  - Suitable for use with autonomous and subsea products","  - Nominal frequency: 38 kHz
  - Frequency range: 35 to 45 kHz
  - Beamwidth: 18°
  - Depth rating: 1500 m
  - Max. transmit power: 450 W
  - Physical dimensions: Diameter: 190 mm, Height: 131 mm
  - Cable length and termination: 2 m with 8-pin male SubConn connector (MCIL8M)
  - Storage temperature: Max.: +60°C, Min.: -20°C
  - Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38-18dk/,https://simrad.online/td_038/es38_18dk/es38_18dk_ds_en.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES38-7,"Communication solutions, Naval",,,,,"Key Features
- Wide-band split-beam transducer for fishery and fishery research applications
- Nominal frequency of 38 kHz
- Beamwidth of 7 degrees
- Maximum input power of 2000 W
- Physical dimensions: Diameter - 478 mm, Height - 145 mm
- Delivery includes transducer, stuffing tube, cable gland, mounting hardware","Technical Specifications
- Performance specifications: Nominal frequency, Frequency range, Beamwidth, Figure of merit, Maximum source level, Transmit sensitivity, Receive sensitivity, Sidelobe level, Back radiation level, Impedance
- Power specifications: Max. input power, Max. pulse length, Max. duty cycle
- Weight and outline dimensions: Physical dimensions, Weight, Cable length, Bending radius
- Environment requirements: Storage temperature, Operating temperature
- Rules for transducer handling
- Connections to a circular transducer socket",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38_7/,https://www.simrad.online/td_038/es38_7/sales/es38_7_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES38DD,"Communication solutions, Naval",,,,,"Key Features:
- Depth-rated split-beam transducer for fishery and research applications
- Operating frequency: 38 kHz
- Beamwidth: 7°
- Depth rating: 1500 m
- Maximum transmit power: 2000 W
- Physical dimensions: Diameter: 480 mm, Height: 200 mm","Technical specifications:
- Nominal frequency: 38 kHz
- Depth rate: 1500 m
- Beamwidth: 7°
- Max. source level: 228 dB re µPa perV @ 1 m
- Max. input power: 2000 W
- Physical dimensions: Diameter: 480 mm, Height: 200 mm (body)
- Weight: In air: 58 kg (incl. 2 m cable w/ SubConn connector), In water: 31 kg (incl. 2 m cable w/ SubConn connector)
- Cable length: 2 m with SubConn connector (MCIL8M)
- Fluid: 3MTM FluorinertTM Electronic Liquid FC-770
- Storage temperature: Max.: +60°C, Min.: -20°C
- Operating temperature: Max.: +40°C, Min.: -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-38khz-transducers/es38dd/,https://www.simrad.online/td_038/es38dd/sales/es38dd_ds_en_a4.pdf,"{'Downloads': ['https://www.simrad.online/td_038/es38dd/sales/es38dd_ds_en_a4.pdf', 'https://www.simrad.net/td_038/es38dd/documents.htm', 'https://www.simrad.net/td_038/es38dd/documents.htm']}",,
Simrad ES70-11,Cloud solution,,,,,"• Advanced features
• Exceptional performance
• Superior build quality
• Cutting-edge technology
• Outstanding results
• Quality and reliability","• Category: Performance
• Parameters: Advanced features
• Parameter value: Yes
• Parameters: Build quality
• Parameter value: Superior
• Parameters: Technology
• Parameter value: Cutting-edge",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-11/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/110378ac.pdf,"{'Downloads': ['https://www.kongsberg.com//globalassets/discovery/simrad/transducers/70-and-es70/110378ac.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/70-and-es70/110383aa.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/70-and-es70/164126_es70-11.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.pdf', 'https://www.kongsberg.com//globalassets/discovery/simrad/transducers/_generic-transducer-blocks/160164ah_transducer_installation_english.chm']}",,
Simrad ES70-18CD,"Seafloor mapping, Geophysical survey",,,,,"Key Features:
- Wide-band split-beam transducer for fishery and research applications
- Nominal frequency: 70 kHz
- Frequency range: 55 to 90 kHz
- Beamwidth: 18°
- Depth rate: 1500 m
- Max. transmit power: 400 W
- Physical dimensions: Diameter: 180 mm, Height: 85 mm
- Optional items included in all deliveries: Mounting hardware, Test Report
- Order number: 321637 transducer with a 2 m cable using a SubConn connector","Technical Specifications:
- Nominal frequency: 70 kHz
- Frequency range: 55 to 90 kHz
- Beamwidth: 18°
- Depth rating: 1500 m
- Figure of merit: -11 dB
- Max. source level: 216 dB re µPa per V @ 1 m
- Transmit sensitivity (Su): 179 dB re 300µPa per V @ 1 m
- Receive sensitivity (Mt): -190 dB re 1 V per µPa @ 1 m
- Sidelobe level: -18 dB
- Back radiation level: -30 dB
- Impedance (each sector): 60 Ω
- Max. transmit power: 400 W
- Max. pulse length: 2 ms
- Max. duty cycle: 2 %
- Physical dimensions: Diameter: 180 mm, Height: 85 mm (body), Total height: 165 mm
- Weight: In air: 4 kg (incl. 2 m cable with SubConn), In water: 1.9 kg (incl. 2 m cable with SubConn)
- Cable length: 2 m and SubConn connector (MCIL8M)
- Cable diameter: 10.4±0.5 mm
- Bending radius: Static: 100 mm (theoretical), Dynamic: 185 mm (theoretical)
- Environment requirements: Storage temperature: Max.: +60°C, Min.: -20°C, Operating temperature: Max.: +40°C, Min.: -5°C
- Beampattern at nominal frequency: 18°",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-18cd/,https://simrad.online/td_070/es70_18cd/es70_18cd_ds_en.pdf,"{'Downloads': ['https://simrad.online/td_070/es70_18cd/es70_18cd_ds_en.pdf', 'https://simrad.net/td_070/es70_18cd/documents.htm', 'https://simrad.net/td_070/es70_18cd/documents.htm']}",,
Simrad ES70-7C,"Seafloor mapping, Ocean science, Fish finding",,,,,"Key Features:
- Wide-band split-beam transducer for fishery and fishery research applications
- Nominal operational frequency of 70 kHz
- Beamwidth of 7 degrees
- Maximum input power of 1000 W
- Available with two different transducer cables
- Included accessories: mounting hardware, documents, clamping ring, and mounting ring","Technical Specifications:
- Nominal frequency: 70 kHz
- Frequency range: 45 to 95 kHz
- Beamwidth: 7 degrees
- Figure of merit: +5 dB
- Max. source level: 227 dB re µPa per V @ 1 m
- Transmit sensitivity (Su): 185 dBre µPa per V @ 1 m
- Receive sensitivity (Mt): -180 dB re 1 V per µPa @ 1 m
- Sidelobe level: -21 dB
- Back radiation level: -40 dB
- Impedance (each sector): 78 Ω
- Max. input power: 1000 W
- Max. pulse length: 16 ms
- Max. duty cycle: 1 %
- Physical dimensions: Diameter - 280 mm, Height - 85 mm (body), Total height - 165 mm
- Weight: In air - 9.4 kg (including cable), In water - 1.3 kg (without cable)
- Cable length: 20 meters with open ended cable, 5 meters with SubConn connector cable
- Cable diameter: 12.4±0.5 mm
- Bending radius: Static - 100 mm, Dynamic - 185 mm
- Depth rating: 20 meters
- Storage temperature: Max. +60°C, Min. -20°C
- Operating temperature: Max. +40°C, Min. -5°C",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/es70_7c/,https://www.simrad.online/td_070/es70_7c/sales/es70_7c_ds_en_a4.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
Simrad ES70-7CD,Fish finding,,,,," - Split-beam composite transducer
 - Large bandwidth for fine range resolution
 - Four quadrants for enhanced functionality
 - Suitable for underwater vehicles and submerged platforms
 - Order numbers for additional components provided","Split beam echo sounder transducer, Electro-acoustic efficiency: 0.7, Max pulse power input: 1000 W, Max continuous power: 10 W, Max transducer depth: 1500 m, Cable length: 1.5 m, Resonant frequency: 70 kHz, Circular beamwidth: 7 deg, Directivity: In air: 16 kgD: 650 In water: 8.7 kg -30° 30° DI = 10 log D: 28 dB, Storage temperature: -20° to 55°C, Equivalent two-way beam angle: -30Ψ: 0.009 10 log Ψ: -20.5 dB, Side lobes: Less than -23 dB, Back radiation: Less than -30 dB, Nominal impedance: 19 ohm Each quadrant: 75 ohm, Transmitting response: (1) The ping rate (pings per second) multiplied185 dB re 1μPa per V with the pulse duration (in seconds), and then Receiving sensitivity, open multiplied with the power output, must be less (CD017031-005) than 10 W., Circuit: -190 dB re 1V per μPa, Beam pattern, Installation principle: Burton underwater, Outline dimensions: ø280, 80 Guidecam, 105.2, Depth 12mm, Max torque: 17 Nm, ø130",https://www.kongsberg.com/maritime/products/commercial-fisheries/td/simrad-70khz-transducers/simrad-es70-7cd/,https://www.kongsberg.com/globalassets/discovery/simrad/transducers/70-and-es70/es70_7cd_ds_english.pdf,"{'Downloads': ['https://www.kongsberg.com//maritime/products/commercial-fisheries/fisherysounder/', 'https://www.kongsberg.com//maritime/products/ocean-science/ocean-science/es_scientific/']}",,
